customer_id,recency_days,recency_score,purchase_count,frequency_score,total_revenue,monetary_score,rfm_total_score,customer_segment
CUST0000948,154,3,10,3,9677.97,3,9,Standard Loyal
CUST0000949,35,4,6,2,3769.19,1,7,Standard Loyal
CUST0000950,143,3,6,2,12978.48,4,9,High-Value Loyal
CUST0000951,68,4,10,3,10924.03,4,11,High-Value Loyal
CUST0000952,8,5,8,2,7340.74,3,10,Standard Loyal
CUST0000953,9,5,11,3,6426.18,2,10,Standard Loyal
CUST0000954,12,5,15,4,10319.94,3,12,Loyal Frequent
CUST0000955,8,5,20,5,12495.35,4,14,Champions
CUST0000956,84,4,12,3,20292.59,5,12,High-Value Loyal
CUST0000957,0,5,14,4,7097.91,2,11,Loyal Frequent
CUST0000958,16,5,15,4,10714.87,4,13,Champions
CUST0000959,12,5,11,3,11365.279999999999,4,12,High-Value Loyal
CUST0000960,109,3,13,3,3520.66,1,7,Standard Loyal
CUST0000961,5,5,14,4,7246.43,3,12,Loyal Frequent
CUST0000962,83,4,13,3,14362.15,4,11,High-Value Loyal
CUST0000963,54,4,5,2,9005.75,3,9,Standard Loyal
CUST0000964,7,5,15,4,6279.7,2,11,Loyal Frequent
CUST0000965,37,4,13,3,12229.23,4,11,High-Value Loyal
CUST0000966,81,4,16,4,10823.36,4,12,High-Value Loyal
CUST0000967,92,3,10,3,5652.5,2,8,Standard Loyal
CUST0000968,17,5,8,2,9537.98,3,10,Standard Loyal
CUST0000969,111,3,16,4,10752.880000000001,4,11,High-Value Loyal
CUST0000970,11,5,9,2,2705.66,1,8,Standard Loyal
CUST0000971,113,3,15,4,4779.6,2,9,Loyal Frequent
CUST0000972,3,5,13,3,4415.93,2,10,Standard Loyal
CUST0000973,17,5,10,3,9620.19,3,11,Standard Loyal
CUST0000974,14,5,9,2,2633.93,1,8,Standard Loyal
CUST0000975,166,3,9,2,5357.11,2,7,Standard Loyal
CUST0000976,25,5,10,3,3872.71,1,9,Standard Loyal
CUST0000977,98,3,9,2,4204.67,1,6,Standard Loyal
CUST0000978,17,5,7,2,4265.179999999999,1,8,Standard Loyal
CUST0000979,72,4,9,2,1435.28,1,7,Standard Loyal
CUST0000980,46,4,16,4,9773.44,3,11,Loyal Frequent
CUST0000981,14,5,13,3,6883.139999999999,2,10,Standard Loyal
CUST0000982,91,3,5,2,2590.8,1,6,Standard Loyal
CUST0000983,0,5,11,3,4388.8099999999995,1,9,Standard Loyal
CUST0000984,11,5,13,3,3401.56,1,9,Standard Loyal
CUST0000985,23,5,11,3,5474.03,2,10,Standard Loyal
CUST0000986,0,5,11,3,7068.82,2,10,Standard Loyal
CUST0000987,66,4,9,2,9524.98,3,9,Standard Loyal
CUST0000988,1,5,18,5,8175.7,3,13,Champions
CUST0000989,3,5,9,2,10839.380000000001,4,11,High-Value Loyal
CUST0000990,0,5,11,3,7170.360000000001,3,11,Standard Loyal
CUST0000991,2,5,12,3,5170.93,2,10,Standard Loyal
CUST0000992,54,4,15,4,6950.43,2,10,Loyal Frequent
CUST0000993,97,3,17,4,25228.18,5,12,High-Value Loyal
CUST0000994,19,5,12,3,10583.48,3,11,Standard Loyal
CUST0000995,53,4,10,3,6660.8099999999995,2,9,Standard Loyal
CUST0000996,0,5,16,4,7138.35,2,11,Loyal Frequent
CUST0000997,176,3,11,3,14047.589999999998,4,10,High-Value Loyal
CUST0000998,63,4,10,3,11322.69,4,11,High-Value Loyal
CUST0000999,19,5,14,4,3069.76,1,10,Loyal Frequent
CUST0001000,7,5,16,4,11734.71,4,13,Champions
CUST0001001,125,3,12,3,4622.25,2,8,Standard Loyal
CUST0001002,91,3,8,2,5695.49,2,7,Standard Loyal
CUST0001003,68,4,7,2,8854.81,3,9,Standard Loyal
CUST0001004,302,2,5,2,1682.25,1,5,At-Risk Standard
CUST0001005,2,5,11,3,9692.75,3,11,Standard Loyal
CUST0001006,74,4,10,3,3118.32,1,8,Standard Loyal
CUST0001007,36,4,11,3,5068.55,2,9,Standard Loyal
CUST0001008,2,5,12,3,7779.32,3,11,Standard Loyal
CUST0001009,53,4,5,2,3623.57,1,7,Standard Loyal
CUST0001010,13,5,20,5,11358.36,4,14,Champions
CUST0001011,101,3,7,2,9047.88,3,8,Standard Loyal
CUST0001012,1,5,10,3,5309.02,2,10,Standard Loyal
CUST0001013,120,3,17,4,9616.19,3,10,Loyal Frequent
CUST0001014,137,3,8,2,1521.3,1,6,Standard Loyal
CUST0001015,38,4,14,4,7080.34,2,10,Loyal Frequent
CUST0001016,38,4,10,3,3206.73,1,8,Standard Loyal
CUST0001017,77,4,18,5,13123.23,4,13,Champions
CUST0001018,46,4,9,2,5779.84,2,8,Standard Loyal
CUST0001019,18,5,13,3,3239.77,1,9,Standard Loyal
CUST0001020,0,5,12,3,11108.42,4,12,High-Value Loyal
CUST0001021,69,4,14,4,15176.02,5,13,Champions
CUST0001022,7,5,17,4,8571.69,3,12,Loyal Frequent
CUST0001023,16,5,7,2,10820.97,4,11,High-Value Loyal
CUST0001024,0,5,12,3,2709.09,1,9,Standard Loyal
CUST0001025,18,5,10,3,4141.45,1,9,Standard Loyal
CUST0001026,13,5,9,2,4995.0599999999995,2,9,Standard Loyal
CUST0001027,58,4,16,4,9053.61,3,11,Loyal Frequent
CUST0001028,22,5,10,3,1501.31,1,9,Standard Loyal
CUST0001029,74,4,11,3,7175.62,3,10,Standard Loyal
CUST0001030,36,4,8,2,4634.67,2,8,Standard Loyal
CUST0001031,86,4,11,3,6753.82,2,9,Standard Loyal
CUST0001032,45,4,11,3,3446.2799999999997,1,8,Standard Loyal
CUST0001033,13,5,12,3,3384.96,1,9,Standard Loyal
CUST0001034,14,5,13,3,7277.17,3,11,Standard Loyal
CUST0001035,64,4,17,4,6519.610000000001,2,10,Loyal Frequent
CUST0001036,54,4,8,2,10914.76,4,10,High-Value Loyal
CUST0001037,36,4,12,3,7090.45,2,9,Standard Loyal
CUST0001038,109,3,12,3,8530.97,3,9,Standard Loyal
CUST0001039,12,5,10,3,16485.8,5,13,High-Value Loyal
CUST0001040,28,5,7,2,10623.81,4,11,High-Value Loyal
CUST0001041,16,5,11,3,4045.62,1,9,Standard Loyal
CUST0001042,86,4,10,3,4585.0,2,9,Standard Loyal
CUST0001043,7,5,11,3,9443.789999999999,3,11,Standard Loyal
CUST0001044,77,4,9,2,3543.3199999999997,1,7,Standard Loyal
CUST0001045,28,5,13,3,11656.67,4,12,High-Value Loyal
CUST0001046,2,5,13,3,7141.66,2,10,Standard Loyal
CUST0001047,68,4,10,3,9365.68,3,10,Standard Loyal
CUST0001048,21,5,13,3,2449.38,1,9,Standard Loyal
CUST0001049,40,4,13,3,4123.28,1,8,Standard Loyal
CUST0001050,21,5,14,4,4233.16,1,10,Loyal Frequent
CUST0001051,2,5,14,4,4784.669999999999,2,11,Loyal Frequent
CUST0001052,64,4,15,4,8138.45,3,11,Loyal Frequent
CUST0001053,3,5,12,3,9210.24,3,11,Standard Loyal
CUST0001054,40,4,16,4,7583.21,3,11,Loyal Frequent
CUST0001055,63,4,12,3,6639.98,2,9,Standard Loyal
CUST0001056,99,3,10,3,5840.21,2,8,Standard Loyal
CUST0001057,27,5,13,3,16467.79,5,13,High-Value Loyal
CUST0001058,23,5,16,4,6639.65,2,11,Loyal Frequent
CUST0001059,10,5,13,3,12745.619999999999,4,12,High-Value Loyal
CUST0001060,2,5,13,3,7544.36,3,11,Standard Loyal
CUST0001061,9,5,12,3,4774.01,2,10,Standard Loyal
CUST0001062,74,4,8,2,2493.8599999999997,1,7,Standard Loyal
CUST0001063,13,5,11,3,6965.4800000000005,2,10,Standard Loyal
CUST0001064,19,5,15,4,5785.84,2,11,Loyal Frequent
CUST0001065,104,3,12,3,6372.84,2,8,Standard Loyal
CUST0001066,135,3,8,2,3733.35,1,6,Standard Loyal
CUST0001067,22,5,12,3,4991.73,2,10,Standard Loyal
CUST0001068,22,5,15,4,7327.64,3,12,Loyal Frequent
CUST0001069,12,5,19,5,12678.03,4,14,Champions
CUST0001070,63,4,8,2,2680.96,1,7,Standard Loyal
CUST0001071,15,5,11,3,6938.93,2,10,Standard Loyal
CUST0001072,67,4,18,5,9177.06,3,12,Loyal Frequent
CUST0001073,23,5,10,3,12185.699999999999,4,12,High-Value Loyal
CUST0001074,117,3,12,3,17843.64,5,11,High-Value Loyal
CUST0001075,18,5,11,3,5455.54,2,10,Standard Loyal
CUST0001076,58,4,10,3,7818.400000000001,3,10,Standard Loyal
CUST0001077,59,4,8,2,7234.36,3,9,Standard Loyal
CUST0001078,11,5,10,3,6196.98,2,10,Standard Loyal
CUST0001079,152,3,16,4,15869.779999999999,5,12,High-Value Loyal
CUST0001080,102,3,11,3,6042.7,2,8,Standard Loyal
CUST0001081,266,2,7,2,5224.52,2,6,At-Risk Standard
CUST0001082,79,4,15,4,12041.51,4,12,High-Value Loyal
CUST0001083,45,4,9,2,11431.8,4,10,High-Value Loyal
CUST0001084,9,5,14,4,6369.13,2,11,Loyal Frequent
CUST0001085,72,4,11,3,8753.74,3,10,Standard Loyal
CUST0001086,19,5,12,3,7629.639999999999,3,11,Standard Loyal
CUST0001087,83,4,13,3,14220.23,4,11,High-Value Loyal
CUST0001088,105,3,15,4,12187.14,4,11,High-Value Loyal
CUST0001089,8,5,12,3,5046.01,2,10,Standard Loyal
CUST0001090,57,4,12,3,2529.7799999999997,1,8,Standard Loyal
CUST0001091,74,4,4,2,1521.19,1,7,Standard Loyal
CUST0001092,69,4,16,4,14969.79,4,12,High-Value Loyal
CUST0001093,1,5,17,4,9177.02,3,12,Loyal Frequent
CUST0001094,38,4,13,3,7383.4800000000005,3,10,Standard Loyal
CUST0001095,133,3,12,3,18731.62,5,11,High-Value Loyal
CUST0001096,95,3,10,3,8675.4,3,9,Standard Loyal
CUST0001097,5,5,24,5,24645.17,5,15,Champions
CUST0001098,83,4,10,3,4661.34,2,9,Standard Loyal
CUST0001099,1,5,20,5,13161.029999999999,4,14,Champions
CUST0001100,28,5,14,4,10235.44,3,12,Loyal Frequent
CUST0001101,68,4,8,2,7689.36,3,9,Standard Loyal
CUST0001102,111,3,8,2,1553.94,1,6,Standard Loyal
CUST0001103,61,4,14,4,7161.509999999999,3,11,Loyal Frequent
CUST0001104,100,3,8,2,1346.73,1,6,Standard Loyal
CUST0001105,21,5,13,3,12714.789999999999,4,12,High-Value Loyal
CUST0001106,40,4,16,4,10828.48,4,12,High-Value Loyal
CUST0001107,2,5,11,3,3883.59,1,9,Standard Loyal
CUST0001108,44,4,10,3,3771.74,1,8,Standard Loyal
CUST0001109,53,4,14,4,7943.45,3,11,Loyal Frequent
CUST0001110,53,4,10,3,14717.59,4,11,High-Value Loyal
CUST0001111,35,4,8,2,2342.48,1,7,Standard Loyal
CUST0001112,32,4,10,3,7361.62,3,10,Standard Loyal
CUST0001113,22,5,12,3,13161.4,4,12,High-Value Loyal
CUST0001114,35,4,8,2,1631.08,1,7,Standard Loyal
CUST0001115,18,5,17,4,15351.99,5,14,Champions
CUST0001116,9,5,7,2,5710.51,2,9,Standard Loyal
CUST0001117,2,5,12,3,7791.469999999999,3,11,Standard Loyal
CUST0001118,8,5,9,2,2455.62,1,8,Standard Loyal
CUST0001119,64,4,13,3,12044.359999999999,4,11,High-Value Loyal
CUST0001120,21,5,13,3,6172.61,2,10,Standard Loyal
CUST0001121,78,4,16,4,4392.67,1,9,Loyal Frequent
CUST0001122,13,5,11,3,8707.99,3,11,Standard Loyal
CUST0001123,153,3,6,2,7062.88,2,7,Standard Loyal
CUST0001124,16,5,10,3,14428.51,4,12,High-Value Loyal
CUST0001125,4,5,12,3,4669.75,2,10,Standard Loyal
CUST0001126,1,5,11,3,9342.63,3,11,Standard Loyal
CUST0001127,18,5,17,4,15641.44,5,14,Champions
CUST0001128,58,4,12,3,6895.12,2,9,Standard Loyal
CUST0001129,0,5,15,4,9654.85,3,12,Loyal Frequent
CUST0001130,35,4,12,3,5324.13,2,9,Standard Loyal
CUST0001131,10,5,17,4,6227.04,2,11,Loyal Frequent
CUST0001132,27,5,11,3,7646.8,3,11,Standard Loyal
CUST0001133,91,3,12,3,11900.25,4,10,High-Value Loyal
CUST0001134,22,5,16,4,5873.4,2,11,Loyal Frequent
CUST0001135,109,3,14,4,10647.39,4,11,High-Value Loyal
CUST0001136,210,2,7,2,1723.3899999999999,1,5,At-Risk Standard
CUST0001137,40,4,9,2,1969.8200000000002,1,7,Standard Loyal
CUST0001138,34,4,11,3,3502.91,1,8,Standard Loyal
CUST0001139,37,4,16,4,18082.02,5,13,Champions
CUST0001140,68,4,8,2,1375.5900000000001,1,7,Standard Loyal
CUST0001141,50,4,14,4,17673.13,5,13,Champions
CUST0001142,61,4,14,4,10002.17,3,11,Loyal Frequent
CUST0001143,1,5,14,4,4110.43,1,10,Loyal Frequent
CUST0001144,28,5,15,4,10664.66,4,13,Champions
CUST0001145,57,4,16,4,17923.92,5,13,Champions
CUST0001146,100,3,7,2,6213.820000000001,2,7,Standard Loyal
CUST0001147,116,3,8,2,11843.65,4,9,High-Value Loyal
CUST0001148,32,4,9,2,809.62,1,7,Standard Loyal
CUST0001149,5,5,15,4,7950.46,3,12,Loyal Frequent
CUST0001150,8,5,17,4,12547.64,4,13,Champions
CUST0001151,83,4,9,2,1783.31,1,7,Standard Loyal
CUST0001152,46,4,8,2,3110.28,1,7,Standard Loyal
CUST0001153,42,4,7,2,1609.58,1,7,Standard Loyal
CUST0001154,27,5,12,3,5952.85,2,10,Standard Loyal
CUST0001155,6,5,14,4,11022.33,4,13,Champions
CUST0001156,13,5,15,4,17179.9,5,14,Champions
CUST0001157,41,4,7,2,6354.499999999999,2,8,Standard Loyal
CUST0001158,25,5,17,4,7912.61,3,12,Loyal Frequent
CUST0001159,22,5,11,3,5862.79,2,10,Standard Loyal
CUST0001160,35,4,16,4,12211.97,4,12,High-Value Loyal
CUST0001161,14,5,6,2,4300.75,1,8,Standard Loyal
CUST0001162,54,4,16,4,19944.53,5,13,Champions
CUST0001163,7,5,8,2,9572.21,3,10,Standard Loyal
CUST0001164,17,5,10,3,9535.01,3,11,Standard Loyal
CUST0001165,2,5,10,3,4613.7300000000005,2,10,Standard Loyal
CUST0001166,100,3,10,3,4233.85,1,7,Standard Loyal
CUST0001167,24,5,19,5,14028.68,4,14,Champions
CUST0001168,16,5,9,2,4351.85,1,8,Standard Loyal
CUST0001169,31,4,17,4,12673.81,4,12,High-Value Loyal
CUST0001170,53,4,8,2,5054.03,2,8,Standard Loyal
CUST0001171,48,4,24,5,17048.12,5,14,Champions
CUST0001172,5,5,17,4,24125.5,5,14,Champions
CUST0001173,60,4,13,3,8433.1,3,10,Standard Loyal
CUST0001174,1,5,12,3,8908.08,3,11,Standard Loyal
CUST0001175,6,5,15,4,5338.52,2,11,Loyal Frequent
CUST0001176,0,5,10,3,14400.529999999999,4,12,High-Value Loyal
CUST0001177,50,4,13,3,6143.0199999999995,2,9,Standard Loyal
CUST0001178,0,5,12,3,6163.3,2,10,Standard Loyal
CUST0001179,70,4,8,2,4416.62,2,8,Standard Loyal
CUST0001180,73,4,14,4,6746.3099999999995,2,10,Loyal Frequent
CUST0001181,50,4,11,3,1798.6,1,8,Standard Loyal
CUST0001182,1,5,12,3,12932.050000000001,4,12,High-Value Loyal
CUST0001183,10,5,11,3,11003.08,4,12,High-Value Loyal
CUST0001184,28,5,10,3,4370.94,1,9,Standard Loyal
CUST0001185,76,4,15,4,8990.43,3,11,Loyal Frequent
CUST0001186,23,5,12,3,9636.99,3,11,Standard Loyal
CUST0001187,37,4,10,3,7423.54,3,10,Standard Loyal
CUST0001188,14,5,17,4,5341.74,2,11,Loyal Frequent
CUST0001189,116,3,9,2,7360.85,3,8,Standard Loyal
CUST0001190,13,5,15,4,5266.77,2,11,Loyal Frequent
CUST0001191,25,5,16,4,2676.94,1,10,Loyal Frequent
CUST0001192,37,4,19,5,11804.6,4,13,Champions
CUST0001193,37,4,17,4,17312.02,5,13,Champions
CUST0001194,30,5,12,3,4126.86,1,9,Standard Loyal
CUST0001195,12,5,16,4,8908.07,3,12,Loyal Frequent
CUST0001196,58,4,16,4,19778.760000000002,5,13,Champions
CUST0001197,25,5,12,3,10746.46,4,12,High-Value Loyal
CUST0001198,3,5,12,3,10397.96,3,11,Standard Loyal
CUST0001199,44,4,13,3,7857.55,3,10,Standard Loyal
CUST0001200,55,4,10,3,4679.09,2,9,Standard Loyal
CUST0001201,1,5,10,3,6647.43,2,10,Standard Loyal
CUST0001202,18,5,9,2,2956.7599999999998,1,8,Standard Loyal
CUST0001203,14,5,13,3,2901.44,1,9,Standard Loyal
CUST0001204,91,3,10,3,2987.36,1,7,Standard Loyal
CUST0001205,60,4,9,2,9165.0,3,9,Standard Loyal
CUST0001206,69,4,8,2,6379.78,2,8,Standard Loyal
CUST0001207,0,5,6,2,3143.2200000000003,1,8,Standard Loyal
CUST0001208,15,5,13,3,10398.13,3,11,Standard Loyal
CUST0001209,13,5,13,3,4852.26,2,10,Standard Loyal
CUST0001210,167,3,12,3,14582.86,4,10,High-Value Loyal
CUST0001211,7,5,12,3,11155.06,4,12,High-Value Loyal
CUST0001212,44,4,17,4,5841.92,2,10,Loyal Frequent
CUST0001213,23,5,5,2,2302.74,1,8,Standard Loyal
CUST0001214,29,5,8,2,3139.1,1,8,Standard Loyal
CUST0001215,4,5,14,4,6421.55,2,11,Loyal Frequent
CUST0001216,52,4,14,4,11007.550000000001,4,12,High-Value Loyal
CUST0001217,17,5,13,3,7401.83,3,11,Standard Loyal
CUST0001218,39,4,20,5,6790.57,2,11,Loyal Frequent
CUST0001219,55,4,15,4,7822.37,3,11,Loyal Frequent
CUST0001220,19,5,13,3,11842.130000000001,4,12,High-Value Loyal
CUST0001221,7,5,14,4,12121.21,4,13,Champions
CUST0001222,13,5,12,3,5887.91,2,10,Standard Loyal
CUST0001223,16,5,15,4,3946.94,1,10,Loyal Frequent
CUST0001224,60,4,10,3,7643.51,3,10,Standard Loyal
CUST0001225,21,5,11,3,12554.74,4,12,High-Value Loyal
CUST0001226,24,5,9,2,7367.28,3,10,Standard Loyal
CUST0001227,36,4,12,3,11057.78,4,11,High-Value Loyal
CUST0001228,61,4,7,2,11265.47,4,10,High-Value Loyal
CUST0001229,0,5,9,2,12482.52,4,11,High-Value Loyal
CUST0001230,53,4,10,3,12170.31,4,11,High-Value Loyal
CUST0001231,50,4,13,3,11322.45,4,11,High-Value Loyal
CUST0001232,45,4,12,3,12338.43,4,11,High-Value Loyal
CUST0001233,74,4,14,4,2147.2,1,9,Loyal Frequent
CUST0001234,31,4,11,3,8675.92,3,10,Standard Loyal
CUST0001235,52,4,8,2,2130.14,1,7,Standard Loyal
CUST0001236,7,5,11,3,4023.37,1,9,Standard Loyal
CUST0001237,25,5,12,3,12574.84,4,12,High-Value Loyal
CUST0001238,15,5,12,3,12030.57,4,12,High-Value Loyal
CUST0001239,117,3,11,3,12977.22,4,10,High-Value Loyal
CUST0001240,93,3,5,2,3361.89,1,6,Standard Loyal
CUST0001241,58,4,12,3,5711.26,2,9,Standard Loyal
CUST0001242,80,4,12,3,8265.81,3,10,Standard Loyal
CUST0001243,84,4,12,3,3922.96,1,8,Standard Loyal
CUST0001244,156,3,13,3,14296.32,4,10,High-Value Loyal
CUST0001245,59,4,17,4,9417.65,3,11,Loyal Frequent
CUST0001246,168,3,5,2,1526.88,1,6,Standard Loyal
CUST0001247,16,5,11,3,4239.05,1,9,Standard Loyal
CUST0001248,20,5,12,3,5902.21,2,10,Standard Loyal
CUST0001249,30,5,8,2,2900.02,1,8,Standard Loyal
CUST0001250,15,5,15,4,9355.91,3,12,Loyal Frequent
CUST0001251,7,5,12,3,10727.83,4,12,High-Value Loyal
CUST0001252,93,3,7,2,2678.3,1,6,Standard Loyal
CUST0001253,26,5,9,2,9304.02,3,10,Standard Loyal
CUST0001254,9,5,12,3,6099.62,2,10,Standard Loyal
CUST0001255,20,5,10,3,7145.98,2,10,Standard Loyal
CUST0001256,46,4,13,3,8522.720000000001,3,10,Standard Loyal
CUST0001257,40,4,8,2,3318.33,1,7,Standard Loyal
CUST0001258,215,2,12,3,4217.75,1,6,At-Risk Standard
CUST0001259,54,4,11,3,1830.14,1,8,Standard Loyal
CUST0001260,63,4,11,3,3246.67,1,8,Standard Loyal
CUST0001261,62,4,20,5,10414.85,3,12,Loyal Frequent
CUST0001262,37,4,12,3,4954.53,2,9,Standard Loyal
CUST0001263,19,5,23,5,7656.81,3,13,Champions
CUST0001264,49,4,10,3,6454.95,2,9,Standard Loyal
CUST0001265,67,4,12,3,2828.53,1,8,Standard Loyal
CUST0001266,3,5,10,3,6567.39,2,10,Standard Loyal
CUST0001267,29,5,16,4,25359.92,5,14,Champions
CUST0001268,0,5,10,3,4966.82,2,10,Standard Loyal
CUST0001269,1,5,16,4,11669.060000000001,4,13,Champions
CUST0001270,8,5,16,4,7253.05,3,12,Loyal Frequent
CUST0001271,8,5,11,3,1747.09,1,9,Standard Loyal
CUST0001272,17,5,14,4,9932.89,3,12,Loyal Frequent
CUST0001273,39,4,11,3,7091.23,2,9,Standard Loyal
CUST0001274,25,5,17,4,11650.97,4,13,Champions
CUST0001275,7,5,11,3,5319.58,2,10,Standard Loyal
CUST0001276,3,5,8,2,1405.96,1,8,Standard Loyal
CUST0001277,81,4,16,4,18857.699999999997,5,13,Champions
CUST0001278,109,3,11,3,13372.56,4,10,High-Value Loyal
CUST0001279,4,5,12,3,6034.64,2,10,Standard Loyal
CUST0001280,47,4,9,2,9722.68,3,9,Standard Loyal
CUST0001281,16,5,11,3,1962.97,1,9,Standard Loyal
CUST0001282,8,5,11,3,5329.05,2,10,Standard Loyal
CUST0001283,113,3,9,2,2656.34,1,6,Standard Loyal
CUST0001284,7,5,13,3,9715.47,3,11,Standard Loyal
CUST0001285,34,4,11,3,4540.39,2,9,Standard Loyal
CUST0001286,72,4,16,4,6435.88,2,10,Loyal Frequent
CUST0001287,233,2,12,3,3524.17,1,6,At-Risk Standard
CUST0001288,72,4,13,3,12104.79,4,11,High-Value Loyal
CUST0001289,48,4,15,4,7944.6900000000005,3,11,Loyal Frequent
CUST0001290,4,5,10,3,4527.65,2,10,Standard Loyal
CUST0001291,12,5,13,3,7319.599999999999,3,11,Standard Loyal
CUST0001292,23,5,11,3,7314.09,3,11,Standard Loyal
CUST0001293,41,4,9,2,7699.3,3,9,Standard Loyal
CUST0001294,138,3,13,3,12524.65,4,10,High-Value Loyal
CUST0001295,23,5,7,2,1467.46,1,8,Standard Loyal
CUST0001296,182,2,5,2,2451.1099999999997,1,5,At-Risk Standard
CUST0001297,30,5,7,2,4431.24,2,9,Standard Loyal
CUST0001298,79,4,9,2,6091.5199999999995,2,8,Standard Loyal
CUST0001299,14,5,15,4,22824.96,5,14,Champions
CUST0001300,23,5,22,5,15750.26,5,15,Champions
CUST0001301,34,4,12,3,2902.3199999999997,1,8,Standard Loyal
CUST0001302,8,5,15,4,16313.45,5,14,Champions
CUST0001303,29,5,14,4,12827.54,4,13,Champions
CUST0001304,69,4,13,3,7168.5599999999995,3,10,Standard Loyal
CUST0001305,6,5,8,2,7246.12,3,10,Standard Loyal
CUST0001306,13,5,8,2,3778.45,1,8,Standard Loyal
CUST0001307,61,4,19,5,3551.1699999999996,1,10,Loyal Frequent
CUST0001308,7,5,18,5,12749.33,4,14,Champions
CUST0001309,17,5,14,4,7854.46,3,12,Loyal Frequent
CUST0001310,25,5,21,5,17263.14,5,15,Champions
CUST0001311,12,5,14,4,10175.43,3,12,Loyal Frequent
CUST0001312,55,4,13,3,10050.3,3,10,Standard Loyal
CUST0001313,51,4,13,3,12727.71,4,11,High-Value Loyal
CUST0001314,3,5,10,3,6748.55,2,10,Standard Loyal
CUST0001315,14,5,16,4,9105.11,3,12,Loyal Frequent
CUST0001316,0,5,11,3,7767.5199999999995,3,11,Standard Loyal
CUST0001317,5,5,15,4,14323.01,4,13,Champions
CUST0001318,6,5,18,5,4175.33,1,11,Loyal Frequent
CUST0001319,130,3,16,4,11686.27,4,11,High-Value Loyal
CUST0001320,129,3,12,3,6945.78,2,8,Standard Loyal
CUST0001321,24,5,14,4,6478.37,2,11,Loyal Frequent
CUST0001322,16,5,17,4,6058.9,2,11,Loyal Frequent
CUST0001323,66,4,6,2,4672.5199999999995,2,8,Standard Loyal
CUST0001324,9,5,13,3,18005.29,5,13,High-Value Loyal
CUST0001325,83,4,10,3,7841.2,3,10,Standard Loyal
CUST0001326,8,5,15,4,8253.18,3,12,Loyal Frequent
CUST0001327,36,4,9,2,9783.880000000001,3,9,Standard Loyal
CUST0001328,79,4,11,3,7811.78,3,10,Standard Loyal
CUST0001329,46,4,9,2,1133.45,1,7,Standard Loyal
CUST0001330,26,5,16,4,5345.96,2,11,Loyal Frequent
CUST0001331,34,4,10,3,17421.65,5,12,High-Value Loyal
CUST0001332,27,5,16,4,6317.81,2,11,Loyal Frequent
CUST0001333,71,4,12,3,11222.59,4,11,High-Value Loyal
CUST0001334,13,5,11,3,5455.51,2,10,Standard Loyal
CUST0001335,144,3,9,2,2494.5,1,6,Standard Loyal
CUST0001336,36,4,8,2,6720.139999999999,2,8,Standard Loyal
CUST0001337,0,5,8,2,2066.58,1,8,Standard Loyal
CUST0001338,46,4,18,5,8907.84,3,12,Loyal Frequent
CUST0001339,7,5,19,5,13901.24,4,14,Champions
CUST0001340,99,3,16,4,9534.46,3,10,Loyal Frequent
CUST0001341,117,3,7,2,6101.65,2,7,Standard Loyal
CUST0001342,224,2,11,3,4905.2300000000005,2,7,At-Risk Standard
CUST0001343,98,3,12,3,13249.970000000001,4,10,High-Value Loyal
CUST0001344,3,5,14,4,4907.650000000001,2,11,Loyal Frequent
CUST0001345,20,5,11,3,11756.199999999999,4,12,High-Value Loyal
CUST0001346,37,4,9,2,5336.58,2,8,Standard Loyal
CUST0001347,35,4,11,3,9214.619999999999,3,10,Standard Loyal
CUST0001348,23,5,19,5,11803.05,4,14,Champions
CUST0001349,22,5,11,3,7495.21,3,11,Standard Loyal
CUST0001350,112,3,13,3,5820.46,2,8,Standard Loyal
CUST0001351,11,5,13,3,2930.5,1,9,Standard Loyal
CUST0001352,17,5,12,3,10323.7,3,11,Standard Loyal
CUST0001353,43,4,16,4,17011.74,5,13,Champions
CUST0001354,95,3,8,2,9696.62,3,8,Standard Loyal
CUST0001355,45,4,10,3,4620.450000000001,2,9,Standard Loyal
CUST0001356,27,5,15,4,8165.17,3,12,Loyal Frequent
CUST0001357,34,4,12,3,8561.18,3,10,Standard Loyal
CUST0001358,10,5,9,2,15654.76,5,12,High-Value Loyal
CUST0001359,9,5,15,4,14277.09,4,13,Champions
CUST0001360,2,5,13,3,17473.260000000002,5,13,High-Value Loyal
CUST0001361,75,4,16,4,11899.310000000001,4,12,High-Value Loyal
CUST0001362,43,4,9,2,4206.66,1,7,Standard Loyal
CUST0001363,14,5,12,3,9714.15,3,11,Standard Loyal
CUST0001364,98,3,11,3,8835.54,3,9,Standard Loyal
CUST0001365,18,5,9,2,2578.79,1,8,Standard Loyal
CUST0001366,18,5,11,3,5847.719999999999,2,10,Standard Loyal
CUST0001367,4,5,10,3,3742.7,1,9,Standard Loyal
CUST0001368,8,5,15,4,26952.899999999998,5,14,Champions
CUST0001369,33,4,9,2,9663.789999999999,3,9,Standard Loyal
CUST0001370,37,4,13,3,3601.96,1,8,Standard Loyal
CUST0001371,12,5,18,5,13452.74,4,14,Champions
CUST0001372,0,5,8,2,4264.780000000001,1,8,Standard Loyal
CUST0001373,11,5,20,5,8390.77,3,13,Champions
CUST0001374,15,5,14,4,10919.890000000001,4,13,Champions
CUST0001375,55,4,10,3,6319.889999999999,2,9,Standard Loyal
CUST0001376,2,5,11,3,3189.29,1,9,Standard Loyal
